0.976679612	0.660651469	0.904101168	0.832395125	0.609736404	0.83819638	1.305695784	0.001750356	0.00771809	0.196441507	0.120106782	-0.035240034	0.067702143	-0.018505685	0.19427845	0.213613678	0.257627429	0.324153276	-0.315135158	0.269530354	-0.272374884	-0.473186252	-0.327595151	-0.715526533	-0.663352097	-0.696248093	-0.701278235	-1.076525074	-1.001984258	-1.575222661	-0.894580347
0.286441206	0.314903849	1.019775488	0.439423566	-0.005933085	-0.187122027	1.219574726	-0.004022751	-0.401550099	-0.537832869	-0.425879867	-0.483092761	-0.132431644	-0.190667837	-0.087255157	0.001006395	-0.175494869	-0.493149918	-1.012848108	-0.582586977	-0.615657963	-0.2880383	-0.005086194	-0.22592856	-0.262639521	-0.29526778	-0.12369753	-1.328537425	-1.534600967	-2.273631716	-2.176921038
0.077281042	1.424109861	0.684482136	0.830213519	-0.587902242	0.005181912	0.380390121	0.740698265	0.472151467	-0.776126871	-0.747795412	-0.432418214	-0.256968807	-0.498783657	-0.368134424	-0.63863438	-0.597680719	-1.333608129	-1.569097982	-0.873365475	-1.287172632	1.062208593	0.771050974	0.627677023	0.330375655	0.622906599	0.578706643	-1.850367637	-1.442137012	-1.728582461	-1.708353427
0.888762374	0.022088346	-0.442369138	0.719767201	1.723502989	1.572337129	0.68145961	2.642777793	-0.049585448	0.163190019	0.136295305	0.106800163	0.194307885	0.255056253	-0.037132979	0.02733039	-0.01766672	-0.09297839	-0.092102222	-0.117023761	-0.412924709	-0.117177256	-1.017560968	-1.259528577	-1.190649324	-1.419656231	-1.545944853	-1.815885351	-1.161588067	-2.233215233	-2.146637022
1.014464934	1.734292748	1.038962108	1.445137218	0.170991733	1.544915049	1.140265999	0.744695268	0.14806634	-0.025220759	-0.288313868	-0.377066588	-0.000851302	0.05798368	0.138205577	-1.300871395	-0.923673108	-1.824805834	-1.43985715	-2.195413673	-1.568972368	0.035209317	0.199291395	0.276153506	0.165011205	0.002409675	0.296930589	-1.635336652	-1.430004573	-2.300076605	-2.213963892
0.554679207	0.456576942	1.632843327	1.327876914	0.612150149	0.010062022	0.85745556	-0.117375344	0.017163057	-0.720789838	-0.985886979	-0.811039179	-0.522599752	-0.5797885	-0.502440678	-1.099246062	-0.559294136	-1.457893754	-0.799309726	-1.388815707	-1.407387008	0.105331182	0.084305651	0.000503801	-0.002185549	0.001052834	0.237393071	-2.526985377	-1.645248393	-2.940395131	-2.526006358
0.378817348	0.877746389	0.162287133	1.379217306	-0.088298478	0.526785245	0.175772401	0.917131231	0.251035767	0.004002094	-0.008792381	-0.132162806	-0.113527175	0.068133019	-0.041914665	0.064193745	0.002881887	0.001225904	0.207492164	0.000413225	0.043042074	0.010042977	0.223000714	0.171177995	0.006017091	-0.044107093	-0.256748374	-0.465875511	-0.390072677	-2.338629846	-2.394425687
0.30585866	0.299884332	1.324892832	1.357264462	0.494098126	1.126640214	0.73421805	1.246438856	0.054557131	-0.432501631	-0.392296759	-0.629668221	-0.618273486	0.214364825	0.593410885	-0.187809086	-0.3015457	-0.110600475	-0.099746889	-0.418409737	-0.469536447	-0.737201376	-0.883027151	-0.803222672	-0.67664471	-0.6843563	-0.874995588	0.160780816	0.868047161	-1.678801259	-2.151124037
1.259075753	0.768167904	1.255284939	0.055388827	0.799177036	0.722059301	0.104480045	-0.085228948	-0.400837496	-0.183593639	-0.208046091	-0.392481665	-0.228923285	-0.183755777	-0.337618206	-0.623984249	-0.000980391	-0.890380865	-0.315092933	-1.403759565	-1.119799095	-0.091911919	-0.0889892	-1.094895364	-0.030107983	-0.105681701	-0.104626894	-2.050435492	-1.068833525	-2.002088696	-2.34639994
1.50715705	0.396135723	1.622238081	1.066140813	0.710044915	0.231393151	0.6928744	-0.658417239	-0.410426525	-0.074868491	-0.528858815	-0.600281692	-0.124121829	-0.363064414	-0.272335263	-0.55510813	0	-0.764722244	0	-0.877829882	-1.133114881	0.754042689	0.31355015	-0.143306535	0.384311823	0.410024397	0.087250602	-1.205588182	-1.080973502	-1.892443192	-2.22346505
